relative_path	line_no	trigger	classification	matched_text	required_action
manuscript/figure_legends/02_supplementary_figure_legends.md	229	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	237	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	245	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	253	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	261	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	269	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	277	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	285	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	293	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	301	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	309	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	317	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	325	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	333	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	341	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	349	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	357	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	365	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	373	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	381	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	389	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	397	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	405	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	413	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	421	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	429	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	437	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	445	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	453	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	461	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	469	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	477	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	485	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	493	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	501	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	509	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	517	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	525	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	533	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	541	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	549	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	557	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	565	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	573	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	581	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	589	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	597	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	605	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	613	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	621	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	629	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	637	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	645	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	653	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	661	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/02_supplementary_figure_legends.md	669	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic claim.	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/03_figure_source_map.tsv	2	clinical_utility	safe_boundary_statement	"Figure 1	C1	src/sheafsignal;manuscript/nature_methods_package/05_claim_evidence_map.tsv;figures/publication_figure1_sheafsignal_concept.pdf	SheafSignal is a distinct sheaf/Hodge formulation of CCC.	Do not describe as only a new LR score or as clinical utility.	True"	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/03_figure_source_map.tsv	6	broad_superiority;full_pretrained_nichenet	safe_boundary_statement	"Figure 5	C6	benchmarks/results/tool_comparison.csv;benchmarks/results/*/comparators/sheafsignal_vs_*.csv;figures/publication_figure5_comparator_alignment.pdf	External comparator evidence exists and can be aligned.	Do not claim broad superiority over all CCC tools or full pretrained NicheNet benchmarking.	True"	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/04_figure_claim_boundary_checklist.tsv	2	clinical_utility	safe_boundary_statement	"Figure 1	src/sheafsignal;manuscript/nature_methods_package/05_claim_evidence_map.tsv;figures/publication_figure1_sheafsignal_concept.pdf	SheafSignal is a distinct sheaf/Hodge formulation of CCC.	Do not describe as only a new LR score or as clinical utility.	True	draft_legend_source_linked"	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/04_figure_claim_boundary_checklist.tsv	6	broad_superiority;full_pretrained_nichenet	safe_boundary_statement	"Figure 5	benchmarks/results/tool_comparison.csv;benchmarks/results/*/comparators/sheafsignal_vs_*.csv;figures/publication_figure5_comparator_alignment.pdf	External comparator evidence exists and can be aligned.	Do not claim broad superiority over all CCC tools or full pretrained NicheNet benchmarking.	True	draft_legend_source_linked"	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_legends/04_figure_claim_boundary_checklist.tsv	9	guaranteed_acceptance_or_publication	safe_boundary_statement	"All captions	manuscript/nature_methods_package/05_claim_evidence_map.tsv	Captions may restate only claims listed in the claim-evidence map.	No clinical utility, treatment guidance, guaranteed acceptance, or broad CCC-tool superiority.	True	global_rule"	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_quality/MAIN_FIGURE_QUALITY_AUDIT.tsv	2	clinical_utility	safe_boundary_statement	"fig1_sheafsignal_concept	Figure 1	figures/publication_figure1_sheafsignal_concept.pdf	True	.pdf	True	True	Do not describe as only a new LR score or as clinical utility.	opened	1	590.4	345.6	295	0.140494	pass	renderable PDF with source-map boundary"	No rewrite required if this remains a negative/boundary statement.
manuscript/figure_quality/MAIN_FIGURE_QUALITY_AUDIT.tsv	6	broad_superiority;full_pretrained_nichenet	safe_boundary_statement	"fig5_comparator_alignment	Figure 5	figures/publication_figure5_comparator_alignment.pdf	True	.pdf	True	True	Do not claim broad superiority over all CCC tools or full pretrained NicheNet benchmarking.	opened	1	662.4	309.6	439	0.332484	pass	renderable PDF with source-map boundary"	No rewrite required if this remains a negative/boundary statement.
manuscript/method_reporting/METHOD_REPORTING_REPORT.md	15	broad_superiority	safe_boundary_statement	- `RR1_algorithm_rebranding` `mitigated`: Do not claim broad superiority; claim a distinct sheaf/Hodge object and measured consistency signals.	No rewrite required if this remains a negative/boundary statement.
manuscript/method_reporting/REVIEWER_RISK_REGISTER.tsv	2	broad_superiority	safe_boundary_statement	"RR1_algorithm_rebranding	Reviewer may argue that SheafSignal is only a ligand-receptor intensity score.	all required SheafSignal primitives found	Do not claim broad superiority; claim a distinct sheaf/Hodge object and measured consistency signals.	mitigated"	No rewrite required if this remains a negative/boundary statement.
manuscript/method_reporting/REVIEWER_RISK_REGISTER.tsv	8	clinical_utility;treatment_or_therapeutic_guidance;broad_superiority	safe_boundary_statement	"RR7_overclaiming	Reviewer may reject unsupported clinical utility, therapeutic, or broad-superiority claims.	CLAIM_SAFETY_AUDIT_REPORT.md	Keep the article framed as a reproducible methods manuscript.	mitigated"	No rewrite required if this remains a negative/boundary statement.
manuscript/method_reporting/REVIEWER_RISK_REPORT.md	11	broad_superiority	safe_boundary_statement	- Residual boundary: Do not claim broad superiority; claim a distinct sheaf/Hodge object and measured consistency signals.	No rewrite required if this remains a negative/boundary statement.
manuscript/method_reporting/REVIEWER_RISK_REPORT.md	51	clinical_utility;treatment_or_therapeutic_guidance;broad_superiority	safe_boundary_statement	- Reviewer risk: Reviewer may reject unsupported clinical utility, therapeutic, or broad-superiority claims.	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/01_abstract.md	24	treatment_or_therapeutic_guidance	safe_boundary_statement	Boundary: this abstract draft makes no clinical, therapeutic, or guaranteed	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/02_cover_letter_draft.md	26	clinical_utility_positive	safe_boundary_statement	as a validated source mechanism. We do not claim clinical utility, treatment prediction,	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/02_cover_letter_draft.md	27	broad_superiority	safe_boundary_statement	or broad superiority over all communication tools.	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/03_main_text_skeleton.md	47	broad_superiority	safe_boundary_statement	benchmark support. Do not claim broad superiority over all CCC tools.	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/05_claim_evidence_map.tsv	7	broad_superiority	safe_boundary_statement	"C6	External comparator evidence exists for the primary public scRNA benchmark scope.	CellChat;CellPhoneDB;LIANA;LRProductBaseline;MechanisticTargetPrior;NicheNet where available.	main_text_allowed_with_boundary	Do not claim broad superiority or comparator completeness outside the stated scRNA scope."	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/08_claim_boundaries_and_limitations.md	21	guaranteed_acceptance_or_publication	safe_boundary_statement	- Guaranteed acceptance by any journal.	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/08_claim_boundaries_and_limitations.md	22	clinical_utility;treatment_or_therapeutic_guidance	safe_boundary_statement	- Clinical utility, treatment prediction or therapeutic recommendation.	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/08_claim_boundaries_and_limitations.md	23	full_pretrained_nichenet	safe_boundary_statement	- Full pretrained NicheNet network benchmarking.	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/08_claim_boundaries_and_limitations.md	24	broad_superiority	safe_boundary_statement	- Broad superiority over CellChat, CellPhoneDB, LIANA, NicheNet and niche-DE.	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/09_full_manuscript_draft.md	142	broad_superiority	safe_boundary_statement	### Comparator alignment shows complementarity rather than broad superiority	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/09_full_manuscript_draft.md	154	full_pretrained_nichenet	safe_boundary_statement	matrix, not a full pretrained NicheNet network benchmark. For this reason, the	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/09_full_manuscript_draft.md	155	broad_superiority	safe_boundary_statement	manuscript does not claim broad superiority over NicheNet, CellChat,	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/09_full_manuscript_draft.md	195	broad_superiority	safe_boundary_statement	superiority language and treats comparator evidence as a test of alignment,	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/09_full_manuscript_draft.md	204	clinical_utility;treatment_or_therapeutic_guidance	safe_boundary_statement	does not provide evidence for clinical utility, treatment guidance or	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/09_full_manuscript_draft.md	205	treatment_or_therapeutic_guidance	safe_boundary_statement	therapeutic recommendations.	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/09_full_manuscript_draft.md	257	broad_superiority	safe_boundary_statement	alignment and complementarity, not broad tool superiority.	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/09_full_manuscript_draft.md	294	treatment_or_therapeutic_guidance	safe_boundary_statement	utility, treatment guidance, treatment-response prediction, guaranteed journal	No rewrite required if this remains a negative/boundary statement.
manuscript/nature_methods_package/09_full_manuscript_draft.md	295	broad_superiority	safe_boundary_statement	acceptance or broad superiority over established cell-cell communication	No rewrite required if this remains a negative/boundary statement.
manuscript/presubmission_inquiry/00_one_page_editor_summary.md	30	clinical_utility;treatment_or_therapeutic_guidance	safe_boundary_statement	The manuscript is not positioned as clinical utility, treatment prediction or a	No rewrite required if this remains a negative/boundary statement.
manuscript/presubmission_inquiry/00_one_page_editor_summary.md	31	broad_superiority	safe_boundary_statement	claim of broad superiority over all cell-cell communication tools. It is a	No rewrite required if this remains a negative/boundary statement.
manuscript/presubmission_inquiry/01_presubmission_inquiry_letter.md	25	clinical_utility;treatment_or_therapeutic_guidance;broad_superiority	safe_boundary_statement	do not claim clinical utility, treatment prediction, or broad superiority over	No rewrite required if this remains a negative/boundary statement.
manuscript/presubmission_inquiry/02_editorial_triage_risk_audit.tsv	3	treatment_or_therapeutic_guidance	safe_boundary_statement	"T2	Public-data-only biological evidence	medium	Frame as methods benchmark, not clinical or therapeutic discovery.	Keep clinical language out of title, abstract and cover letter."	No rewrite required if this remains a negative/boundary statement.
manuscript/presubmission_inquiry/02_editorial_triage_risk_audit.tsv	4	broad_superiority	safe_boundary_statement	"T3	Comparator scope requires boundary wording	medium	Primary scRNA-seq scope has LRProductBaseline, LIANA, MechanisticTargetPrior, bounded nichenetr-engine, CellChat and CellPhoneDB outputs.	Do not claim broad superiority or comparator completeness for demo, Visium, GSE103322, or niche-DE."	No rewrite required if this remains a negative/boundary statement.
manuscript/presubmission_inquiry/03_novelty_evidence_matrix.tsv	6	broad_superiority	safe_boundary_statement	"external_comparators	LIANA and bounded nichenetr-engine comparator outputs are aligned.	benchmarks/results/tool_comparison.csv	The method is benchmarkable against external CCC evidence.	Do not claim broad superiority over all CCC tools."	No rewrite required if this remains a negative/boundary statement.
manuscript/presubmission_inquiry/04_editor_claim_boundary_note.md	9	guaranteed_acceptance_or_publication	safe_boundary_statement	- guaranteed acceptance or guaranteed publication;	No rewrite required if this remains a negative/boundary statement.
manuscript/presubmission_inquiry/04_editor_claim_boundary_note.md	10	clinical_utility;treatment_or_therapeutic_guidance	safe_boundary_statement	- clinical utility, treatment response prediction or therapeutic guidance;	No rewrite required if this remains a negative/boundary statement.
manuscript/presubmission_inquiry/04_editor_claim_boundary_note.md	11	full_pretrained_nichenet	safe_boundary_statement	- full pretrained NicheNet network benchmarking;	No rewrite required if this remains a negative/boundary statement.
manuscript/presubmission_inquiry/04_editor_claim_boundary_note.md	12	broad_superiority	safe_boundary_statement	- broad superiority over all CCC tools;	No rewrite required if this remains a negative/boundary statement.
manuscript/references/SCI_MANUSCRIPT_V1_referenced.md	142	broad_superiority	safe_boundary_statement	support a broad superiority claim over all cell-cell communication tools. The	No rewrite required if this remains a negative/boundary statement.
manuscript/references/SCI_MANUSCRIPT_V1_referenced.md	180	full_pretrained_nichenet	safe_boundary_statement	NicheNet-related analysis is not a full pretrained NicheNet network benchmark.	No rewrite required if this remains a negative/boundary statement.
manuscript/references/SCI_MANUSCRIPT_V1_referenced.md	228	broad_superiority	safe_boundary_statement	and complementarity, not broad superiority.	No rewrite required if this remains a negative/boundary statement.
manuscript/references/SCI_MANUSCRIPT_V1_referenced.md	265	treatment_or_therapeutic_guidance	safe_boundary_statement	utility, treatment guidance, treatment-response prediction, guaranteed journal	No rewrite required if this remains a negative/boundary statement.
manuscript/references/SCI_MANUSCRIPT_V1_referenced.md	266	broad_superiority	safe_boundary_statement	acceptance or broad superiority over all cell-cell communication tools.	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/00_decision_tree.md	6	guaranteed_acceptance_or_publication	safe_boundary_statement	rejection, peer review, or transfer. It is not a guarantee of journal acceptance.	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/00_decision_tree.md	56	guaranteed_acceptance_or_publication	safe_boundary_statement	- Never promise or imply guaranteed publication.	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/00_decision_tree.md	57	clinical_utility;treatment_or_therapeutic_guidance	safe_boundary_statement	- Never claim clinical utility, treatment guidance, or treatment-response	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/00_decision_tree.md	59	broad_superiority	safe_boundary_statement	- Never claim broad superiority over all CCC tools.	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/01_editorial_rejection_response_template.md	12	clinical_utility	safe_boundary_statement	cell-cell communication consistency and will avoid claims of clinical utility,	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/01_editorial_rejection_response_template.md	13	treatment_or_therapeutic_guidance;broad_superiority	safe_boundary_statement	treatment guidance, or broad superiority over all communication tools.	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/03_transfer_package_by_journal.tsv	2	clinical_utility;broad_superiority;full_pretrained_nichenet	safe_boundary_statement	"1	Nature Methods	primary_methods_target	best_aligned_high_risk_first_submission	primary_first_submission	Use before first submission or after positive presubmission feedback.	Reusable computational method with sheaf/Hodge formulation.	Keep method-first title, abstract, Figure 1, and cover letter.	Simulation recovery, public TME benchmarks, comparator alignment, reproducibility release.	Cancer mechanism and clinical relevance.	Do not claim clinical utility, full pretrained NicheNet benchmarking, or broad superiority over all CCC tools.	Submit only when final blocker report is not NO_GO."	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/03_transfer_package_by_journal.tsv	5	treatment_or_therapeutic_guidance	safe_boundary_statement	"4	Nature Cancer	cancer_biology_stretch_route	not_primary_without_biology_validation	high_risk_conditional	Use only if additional cancer biology validation becomes available.	Cancer biology insight enabled by a new computational method.	Add deeper cancer evidence, disease-specific figure order, and stronger external validation.	Biologically interpretable Myeloid signal and replication across cancer datasets.	Tool packaging details unless required for reproducibility.	Do not imply clinical or therapeutic relevance from computational frustration scores alone.	No-go for public-data-only method package without stronger biology."	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/04_target_specific_rewrite_actions.tsv	3	broad_superiority	safe_boundary_statement	"A02	Nature Methods	If editors say the work looks like another CCC tool.	Move pairwise LR examples later and start with graph-level inconsistency, curl and harmonic circulation.	09_full_manuscript_draft.md; communication_curl_network.pdf	Do not add unsupported claims of broad superiority."	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/05_do_not_claim_checklist.md	9	guaranteed_acceptance_or_publication	safe_boundary_statement	- Guaranteed acceptance or guaranteed publication.	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/05_do_not_claim_checklist.md	10	clinical_utility;treatment_or_therapeutic_guidance	safe_boundary_statement	- Clinical utility, clinical decision support, treatment-response prediction,	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/05_do_not_claim_checklist.md	11	treatment_or_therapeutic_guidance	safe_boundary_statement	or therapeutic guidance.	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/05_do_not_claim_checklist.md	12	broad_superiority	safe_boundary_statement	- Broad superiority over all cell-cell communication tools.	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/05_do_not_claim_checklist.md	13	full_pretrained_nichenet	safe_boundary_statement	- Full pretrained NicheNet benchmarking, unless that exact resource is added	No rewrite required if this remains a negative/boundary statement.
manuscript/response_transfer/05_do_not_claim_checklist.md	31	broad_superiority	safe_boundary_statement	"superiority."""	No rewrite required if this remains a negative/boundary statement.
manuscript/reviewer_objection_response_table.tsv	2	broad_superiority	safe_boundary_statement	"R1_algorithm_is_lr_intensity	SheafSignal may be a rebranding of ligand-receptor communication intensity.	LRProductBaseline completed for 5 datasets; absolute Spearman range 0.0585-0.243. External tools remain separately gated.	Internal LRProductBaseline is explicitly aligned to sheaf_energy; discordance and correlation summaries show SheafSignal measures pathway-consistency mismatch on top of LR flow, not only LR strength.	Do not claim superiority over CellChat/CellPhoneDB/NicheNet/LIANA until external tool runs are imported.	partial_internal_baseline_done	Run and import at least LIANA plus one mechanistic comparator such as NicheNet."	No rewrite required if this remains a negative/boundary statement.
manuscript/reviewer_objection_response_table.tsv	3	broad_superiority	safe_boundary_statement	"R2_no_external_comparator	The benchmark lacks real external CCC comparator outputs.	Full LIANA imports are present for 3 public scRNA-seq datasets: gse154778_pdac_scrna;gse176078_brca_scrna;gse72056_melanoma_scrna. Remaining external tools pending: niche-DE.	External comparator status is generated from imported tool outputs, not manual text. The current manuscript can state that LIANA imports exist only at the evidence tier recorded in the comparator gate table.	Full LIANA benchmarking is available, but broad superiority claims remain gated by mechanistic comparator coverage.	partial_liana_full_import_done	Add a mechanistic comparator such as NicheNet."	No rewrite required if this remains a negative/boundary statement.
manuscript/reviewer_objection_response_table.tsv	7	treatment_or_therapeutic_guidance	safe_boundary_statement	"R6_public_data_only	Public-data-only evidence may be insufficient for clinical claims.	All benchmark datasets are public, manifested, checksum-tracked, and GitHub/Zenodo-ready.	Position the paper as a methods article with reproducible public benchmarks, not as a clinical medicine or therapeutic target paper.	No clinical decision or treatment-response claim.	pass_for_methods_scope	Keep data/code availability and accession/checksum table complete."	No rewrite required if this remains a negative/boundary statement.
manuscript/reviewer_objection_response_table.tsv	8	full_pretrained_nichenet	safe_boundary_statement	"R7_no_mechanistic_comparator	A target-program or mechanistic CCC comparator is needed, not only LR edge ranking.	NicheNet/nichenetr-engine imports are completed for 3 public scRNA-seq datasets: gse154778_pdac_scrna;gse176078_brca_scrna;gse72056_melanoma_scrna. The current run uses the official nichenetr scoring engine with the project-curated TME ligand-target prior matrix.	Mechanistic comparator status is generated from imported tool rows. MechanisticTargetPrior is acceptable as a transparent prior baseline, but must not be described as official NicheNet.	Allowed claim: official nichenetr scoring engine was executed with a transparent curated prior. Not allowed: full pretrained NicheNet network benchmarking unless that resource is explicitly added and documented.	pass_nichenetr_engine_with_prior	Regenerate final manuscript figures and reviewer gates."	No rewrite required if this remains a negative/boundary statement.
manuscript/submission_upload_package/DOCX_TEXT_EXTRACTION_CHECK.md	8	full_pretrained_nichenet	safe_boundary_statement	- `not a full pretrained NicheNet network benchmark`: found	No rewrite required if this remains a negative/boundary statement.
